	BIGG	RHEA	EC-number
0	GLCRAL_1	27726	4.1.2.20
0	GLCRD_1	14573	4.2.1.40
0	GLYO1	11532	1.4.3.19
0	HEMEOS_1	28070	2.5.1.-
0	HGt	32815	
0	HP5CD_1		1.5.1.12
0	IGPDH_1	11040	4.2.1.19
0	ILEDHr	21408	1.4.1.20
0	ISOMS	24032	5.4.99.11
0	LDH2	36371	1.1.1.27
0	LLEUDr	12220	1.4.1.9
0	MAL6PG	20421	3.2.1.122
0	METSR_S1	19993	1.8.4.13
0	MLTG7		3.2.1.10
0	NADK2	18629	2.7.1.23
0	NADK4	18629	2.7.1.23
0	NADK5	18629	2.7.1.23
0	NO2t3	28979	
0	OCBT_1	19513	2.1.3.3
0	PPTT	22632	2.5.1.-
0	PRAIS_1	23032	6.3.3.1
0	PUNP8	19805	2.4.2.1
0	Q23DO	15381	1.13.11.24
0	RIBabc1	29903	1.13.11.24
0	S6PG	10772	3.2.1.86
0	SHCHD2_1	15613	1.3.1.76
0	SHSL3		4.2.99.9
0	SORD_D	21320	1.1.99.21
0	SULR_1	13801	1.8.1.2
0	TARTRDH	15209	1.1.1.93
0	TARTRDH2	16457	1.1.1.93
0	TRPAS1	24931	4.4.1.1
0	UAG4E	22168	5.1.3.2
0	UPP3MT_2	32459	2.1.1.107
0	BDG2HCGHD		3.2.1.21
0	CORE2GTg	56212	2.4.1.102
0	DOPASULT	12164	2.8.2.1
0	GLUVESSEC	29035#2	3.6.3.21
0	NaKt		3.6.3.9
0	P4502C93	23432	1.14.13.49
0	PHEtec	27950	
0	STS1	19873	3.1.6.2
0	STS1r	19873	3.1.6.2
0	STS3r	19873	3.1.6.2
0	STS4r	19873	3.1.6.2
0	UGT1A10r	21032	2.4.1.17
0	UGT1A1r	21032	2.4.1.17
0	UGT1A6r	21032	2.4.1.17
0	Ht	34979	
0	SK_for_c	29679	
0	BILIRBU	21032	2.4.1.17
0	C160CPT2rbc	12661	2.3.1.21
0	GULND	14909	1.1.1.19
0	3SALACBOXL_cho	16877	4.1.1.29
0	4ABUTtcn	35035	
0	ABO5g_cho	19021	2.4.1.40
0	ACGPID_cho	11660	3.5.1.89
0	AGLPH_cho	27429	3.1.3.4
0	ATPS4m_cho		3.6.3.14
0	B3GALT44g_cho	16773	2.4.1.62
0	B3GALTg_cho	16045	2.4.1.86
0	B3GNT310g_cho	31499	2.4.1.-
0	B3GNT315g_cho		2.4.1.-
0	BTNTe	28458	
0	C4CRNCPT2	44980	
0	C50CPT1	44984	
0	CACNAO2	16145	1.14.18.2
0	CDIPTr_cho	11580	2.7.8.11
0	CERK_cho	17929	2.7.1.138
0	CHSTEROLtrc	39747	
0	CK_cho	17157	2.7.3.2
0	CLS_cho	32931	2.7.8.41
0	CYSAMO_cho	14409	1.13.11.19
0	CYSAMOe	14409	1.13.11.19
0	CYTK2m	25094	2.7.4.13
0	DASCBH_cho	10440	3.1.1.17
0	DATPDPn	28334	3.6.1.19
0	DIDP	35211	3.6.1.64
0	DNTP	13893	3.6.1.29
0	DPCOAPPe	10248	3.6.1.9
0	DTTPDPm	28534	3.6.1.19
0	EX_HC01361_e		5.1.99.c
0	EX_HC02180_e	50992	
0	EX_crmp_cho_e	38955	
0	EX_pglyc_cho_e	39743	
0	EX_ps_cho_e	38663	
0	EX_xolest2_cho_e	39007	
0	FADDPle	13889	3.6.1.18
0	FUT97g_cho		2.4.1.-
0	G12MT2_cho	29523	2.4.1.131
0	G13MT_cho	29515	2.4.1.132
0	GALGT3_cho	12588	2.4.1.92
0	GBA_cho	13269	3.2.1.45
0	GLY3Pt	34967	
0	GLYAMDTR	13201	2.1.4.1
0	GLYLEUHYDROc		3.4.11.2
0	GLYPHEHYc		3.4.11.2
0	GLYPROPRO1c	36459	3.4.13.18
0	HGDm	25261	1.1.99.2
0	HIShPTtc	37047	
0	HOLYSK	19049	2.7.1.81
0	HPI	11952	5.3.1.22
0	HSDA	24923	4.4.1.1
0	HURH	23736	3.5.2.17
0	LACLt	34987	
0	LEULEULAPc		3.4.13
0	MI3PS	10716	5.5.1.4
0	OCDCAFATPc	15421	6.2.1.3
0	PAIL_CHOtn	38691	
0	PALFATPtc	15421	6.2.1.3
0	PAN4PPe		3.1.3.-
0	PGAM1_PhosHydro	19997	3.1.3.60
0	PGESc	12893	5.3.99.3
0	PHEOX	13781	1.4.3.2
0	PI345P3P_cho	25017	3.1.3.67
0	PI345P3Pn_cho	25017	3.1.3.67
0	PI345P5P_cho	25528	3.1.3.36
0	PI345P5Pn_cho	25528	3.1.3.36
0	PI34P3Pn_cho	12316	3.1.3.64
0	PI34P4P	17193	3.1.3.66
0	PI35P3P_cho	39019	3.1.3.95
0	PI3P4Kn_cho		2.7.1
0	PI3P5K_cho	13609	2.7.1.150
0	PI3PP_cho	12316	3.1.3.64
0	PI45P3Kn_cho	21292	2.7.1.153
0	PI45P5P_cho	22764	3.1.3.36
0	PI45P5Pn_cho	22764	3.1.3.36
0	PI4P5Kn_cho	14425	2.7.1.68
0	PI5P4K_cho	12280	2.7.1.149
0	PIACGT_cho	14789	2.7.1.149
0	PIK4_cho	19877	2.7.1.67
0	PIK5_cho	44680	2.7.1.150
0	PNTEHe	13445	3.5.1.92
0	PSFLIP_cho	38567	
0	PS_CHOter	38663	
0	PSt3_cho	38663	
0	RE0066M	20365	2.1.1.103
0	RE0066R	20365	2.1.1.103
0	RE0565C	35319	2.3.1.199
0	RE0566C	35339	
0	RE0571C	39187	4.2.1.134
0	RE0573N	36507	2.3.1.199
0	RE0580L	35315	2.3.1.199
0	RE0581C	35299	1.1.1.211
0	RE0582N	35347	4.2.1.134
0	RE0926E		3.2.1.20
0	RE0944E		3.2.1.20
0	RE1266C		1.13.11
0	RE1342C	12785	1.1.1.21
0	RE1448R	41147	
0	RE1538C	25868	1.5.3.13
0	RE1538X	25868	1.5.3.13
0	RE1587C	17149	1.14.14.1
0	RE1587L	17149	1.14.14.1
0	RE1587R	17149	1.14.14.1
0	RE1630C	17877	2.1.1.6
0	RE1835X	31511	3.1.2.27
0	RE1897C	19905	2.5.1.46
0	RE1944C	12913	2.7.7.63
0	RE2154C	41980	1.1
0	RE2292C		1.1.1
0	RE2387C	45108	1.14.13.30
0	RE2427M	19869	2.3.1.13
0	RE2513C	28218	1.11.2.2
0	RE2513E	28218	1.11.2.2
0	RE2513L	28218	1.11.2.2
0	RE2513N	28218	1.11.2.2
0	RE2635R	47128	
0	RE2640C	15565	3.5.1.14
0	RE2642C	15565	3.5.1.14
0	RE2766C	14981	1.1.1.64
0	RE2972G	12280	2.7.1.149
0	RE2972M	12280	2.7.1.149
0	RE2974N	13609	2.7.1.150
0	RE3013C	17149	1.14.14.1
0	RE3259C	44032	3.3.2.-
0	RE3259R	44032	3.3.2.-
0	RE3409C	18993	1.13.11.45
0	RE3496C	50452	
0	RE3511M	17549	2.1.1.16
0	RE3519C	16665	3.3.2.7
0	RE3519R	16665	3.3.2.7
0	RE3519X	16665	3.3.2.7
0	RE3556C	10460	5.3.3.9
0	RE3565C	50552	
0	RE3567C	50544	
0	RE3571C	50424	
0	RE3571R	50424	
0	ST6GALNAC27_cho	47588	2.4.99.2
0	ST6GALNAC62_cho	41976	
0	ST8SIA54g_cho	47576	
0	SUCCOAPET	11516	3.1.2.3
0	TAGt_cho	39011	
0	TYROX	13781	1.4.3.2
0	UDPDOLPT_cho	15401	2.4.1.117
0	UGCGc	12088	2.4.1.80
0	URAOX	21368	1.7.3.3
0	XAO	21132	1.17.3.2
0	XOLEST2te_cho	39007	
0	r0002	34959	
0	r0009	24576	3.6.1.1
0	r0047	29375	3.1.3.5
0	r0051	16609	2.4.2.7
0	r0084	19381	1.1.1.42
0	r0093	29555	3.6.1.45
0	r0097	23176	6.2.1.1
0	r0113	30683	3.2.1.183
0	r0120	17473	3.5.4.16
0	r0142	24600	1.8.3.1
0	r0149	29387	3.6.1.15
0	r0156	10400	2.6.1.15
0	r0157	10400	2.6.1.15
0	r0179	13213	1.2.1.16
0	r0186	17889	4.2.3.2
0	r0202	11092	1.1.1.8
0	r0242	51728	3.1.3
0	r0246	23592	1.1.1.2
0	r0249	14657	5.3.1.6
0	r0280	30727	2.7.1.40
0	r0281	18273	1.4.3.10
0	r0311	30751	6.2.1.3
0	r0321	16117	6.2.1.16
0	r0330	28791	1.3.1.1
0	r0340	23516	2.7.1.31
0	r0355	10948	2.7.1.1
0	r0360	10948	2.7.1.1
0	r0361	10948	2.7.1.1
0	r0363	10948	2.7.1.1
0	r0364	10948	2.7.1.1
0	r0365	13357	1.1.1.59
0	r0366	20537	3.1.4.14
0	r0368	12068	2.7.8.7
0	r0384	12188	1.2.4.2
0	r0385	13457	1.2.4.4
0	r0386	13457	1.2.4.4
0	r0410	28362	3.6.1.-
0	r0422	25588	1.1.1.42
0	r0434	12661	2.3.1.21
0	r0437	12661	2.3.1.21
0	r0465	19297	6.3.2.11
0	r0480	20365	2.1.1.103
0	r0494		3.6.1
0	r0497	19013	3.6.1.39
0	r0512	15009	1.5.1.3
0	r0514	31103	1.5.1.3
0	r0546	21392	1.2.1.39
0	r0555	17017	2.3.1.12
0	r0568		2.3.2.4
0	r0579	22472	2.7.1.33
0	r0598	13849	5.3.1.3
0	r0620	12188	1.2.4.2
0	r0627	21112	3.2.1.22
0	r0641	31563	3.4.19.14
0	r0642	16185	1.2.1.3
0	r0644	16829	1.2.3.1
0	r0649	23904	2.3.2.2
0	r0656	18865	2.3.1.168
0	r0670	13457	1.2.4.4
0	r0673	11772	1.1.1.153
0	r0708	17473	3.5.4.16
0	r0737		3.2.1.23
0	r0754	11888	1.2.1.5
0	r0756	11888	1.2.1.5
0	r0757	11888	1.2.1.5
0	r0783	13685	1.3.1.72
0	r0789	25325	2.1.1.103
0	r0826	32867	
0	r0860	34999	2.7.4.6
0	r0924	39051	
0	r1028	50064	
0	r1029	50064	
0	r1106	35015	
0	r1301	33655	
0	r1302	33655	
0	r1375	35051	
0	r1435	35031	
0	r1437	29655	
0	r1530	29787	
0	r2347	50992	
0	r2465	29351	
0	r2472	29015	
0	r2534	35019	
